Nome,Profissão,EstadoCivil,Sexo,Distrito,Concelho,DataNascimento,Email,customer_id
Alícia Martins,Psicólogo,Solteiro,Feminino,Vila Real,Valpaços,14/11/1984,alícia.martins@gmail.com,C317
David Tavares,Professor,Casado,Masculino,Vila Real,Alijó,12/11/1990,david.tavares@hotmail.com,C318
Ângelo Miranda,Aposentado,Viúvo,Masculino,Braga,Esposende,12/12/1950,ângelo.miranda@outlook.com,C319
Salvador Campos,Programador,Casado,Masculino,Vila Real,Vila Pouca de Aguiar,16/11/1981,salvador.campos@gmail.com,C320
Pedro Amorim,Advogado,Solteiro,Masculino,Porto,Vila Nova de Gaia,18/05/2000,pedro.amorim@outlook.com,C321
Lisandro de Pinheiro,Estudante,Solteiro,Masculino,Braga,Celorico de Basto,03/05/2001,lisandro.pinheiro@sapo.pt,C322
Leandro do Branco,Motorista,Solteiro,Masculino,Vila Real,Boticas,10/08/1991,leandro.branco@gmail.com,C323
Lisandro Moura,Eletricista,Divorciado,Masculino,Braga,Braga,13/07/2003,lisandro.moura@sapo.pt,C324
Camila do Ramos,Motorista,Divorciado,Feminino,Braga,Vila Nova de Famalicão,05/02/1969,camila.ramos@sapo.pt,C325
Fábio Lourenço,Advogado,Casado,Masculino,Lisboa,Alenquer,16/09/1968,fábio.lourenço@hotmail.com,C326
Xavier Ribeiro-Melo,Comerciante,Solteiro,Masculino,Braga,Esposende,24/05/1992,xavier.ribeiro-melo@hotmail.com,C327
Tomé Martins,Empregado de Limpeza,Divorciado,Masculino,Braga,Cabeceiras de Basto,20/04/1985,tomé.martins@outlook.com,C328
Francisca Sousa,Enfermeiro,Solteiro,Feminino,Braga,Barcelos,23/01/1995,francisca.sousa@sapo.pt,C329
Ivo Sousa,Aposentado,Casado,Masculino,Santarém,Abrantes,23/07/1962,ivo.sousa@gmail.com,C330
Beatriz Abreu,Eletricista,Divorciado,Feminino,Braga,Vila Nova de Famalicão,02/03/1978,beatriz.abreu@yahoo.com,C331
Benedita Marques,Estudante,Viúvo,Feminino,Viana do Castelo,Viana do Castelo,06/08/2006,benedita.marques@hotmail.com,C332
Lúcia Branco,Contabilista,Divorciado,Feminino,Aveiro,Águeda,14/09/1965,lúcia.branco@yahoo.com,C333
Joel Santos,Rececionista,Casado,Masculino,Porto,Matosinhos,28/01/1972,joel.santos@outlook.com,C334
Lisandro Neto,Designer Gráfico,Viúvo,Masculino,Braga,Esposende,09/12/1993,lisandro.neto@sapo.pt,C335
Jorge Matos,Eletricista,Casado,Masculino,Vila Real,Mesão Frio,24/08/2003,jorge.matos@sapo.pt,C336
Vasco Pereira-Almeida,Advogado,Casado,Masculino,Braga,Celorico de Basto,29/06/1987,vasco.pereira-almeida@sapo.pt,C337
Henrique Brito,Contabilista,Divorciado,Masculino,Braga,Cabeceiras de Basto,10/06/1986,henrique.brito@hotmail.com,C338
Artur Fonseca,Gestor de Projetos,Viúvo,Masculino,Porto,Amarante,16/10/1994,artur.fonseca@yahoo.com,C339
Vasco Maia,Enfermeiro,Solteiro,Masculino,Porto,Porto,02/02/1988,vasco.maia@yahoo.com,C340
Tiago de Ribeiro,Rececionista,Casado,Masculino,,,26/08/1999,tiago.ribeiro@outlook.com,C341
Luna Pinho,Empregado de Limpeza,Casado,Feminino,Braga,Braga,29/10/2003,luna.pinho@outlook.com,C342
Daniel Magalhães,Técnico de Marketing,Solteiro,Masculino,Braga,Fafe,17/09/1966,daniel.magalhães@sapo.pt,C343
Camila Barbosa,Farmacêutico,Divorciado,Feminino,Braga,Guimarães,02/10/1965,camila.barbosa@gmail.com,C344
Paulo Baptista,Médico,Divorciado,Masculino,Braga,Amares,28/02/1991,paulo.baptista@hotmail.com,C345
Lara Reis,Médico,Viúvo,Feminino,Viana do Castelo,Viana do Castelo,21/10/1986,lara.reis@outlook.com,C346
Rafaela Fernandes,Médico,Casado,Feminino,Braga,Celorico de Basto,03/03/1969,rafaela.fernandes@yahoo.com,C347
Tatiana Araújo,Gestor de Projetos,Divorciado,Feminino,Braga,Celorico de Basto,08/06/2002,tatiana.araújo@hotmail.com,C348
Inês de Mota,Advogado,Viúvo,Feminino,Coimbra,Montemor-o-Velho,03/12/1969,inês.mota@sapo.pt,C349
Lia Moreira,Analista de Dados,Solteiro,Feminino,Porto,Matosinhos,12/03/1994,lia.moreira@outlook.com,C350
Artur Ramos,Carpinteiro,Divorciado,Masculino,Braga,Vizela,24/03/1973,artur.ramos@gmail.com,C351
Mafalda Macedo,Enfermeiro,Casado,Feminino,Leiria,Marinha Grande,13/12/1989,mafalda.macedo@yahoo.com,C352
Tomé Pacheco,Psicólogo,Casado,Masculino,Braga,Fafe,02/04/1974,tomé.pacheco@hotmail.com,C353
Alexandre Soares,Motorista,Divorciado,Masculino,Viana do Castelo,Caminha,30/06/1998,alexandre.soares@sapo.pt,C354
Salomé Assunção,Eletricista,Viúvo,Feminino,Braga,Celorico de Basto,13/12/1983,salomé.assunção@yahoo.com,C355
Tiago Ramos,Professor,Divorciado,Masculino,Braga,Celorico de Basto,16/01/1990,tiago.ramos@outlook.com,C356
Bárbara Soares,Psicólogo,Solteiro,Feminino,Vila Real,Sabrosa,15/02/2001,bárbara.soares@gmail.com,C357
Mélanie de Moura,Empregado de Limpeza,Viúvo,Feminino,Braga,Amares,31/08/1969,mélanie.moura@outlook.com,C358
Rúben Pacheco,Comerciante,Casado,Masculino,Viana do Castelo,Melgaço,27/10/1977,rúben.pacheco@yahoo.com,C359
Bárbara da Pacheco,Técnico de Marketing,Casado,Feminino,Bragança,Vinhais,17/08/1996,bárbara.pacheco@hotmail.com,C360
Manuel Araújo,Engenheiro,Viúvo,Masculino,Braga,Vizela,31/05/1971,manuel.araújo@yahoo.com,C361
Yara da Abreu,Empregado de Limpeza,Solteiro,Feminino,Braga,Amares,12/07/2001,yara.abreu@gmail.com,C362
Ricardo Vaz,Aposentado,Solteiro,Masculino,Braga,Vila Nova de Famalicão,30/03/1951,ricardo.vaz@yahoo.com,C363
Lorena Melo,Contabilista,Divorciado,Feminino,Setúbal,Alcácer do Sal,17/01/1987,lorena.melo@outlook.com,C364
André do Anjos,Analista de Dados,Casado,Masculino,Lisboa,Odivelas,10/10/1968,andré.anjos@hotmail.com,C365
Jéssica Valente,Psicólogo,Solteiro,Feminino,Braga,Vila Nova de Famalicão,14/11/1980,jéssica.valente@yahoo.com,C366
Adriana Nascimento,Eletricista,Divorciado,Feminino,Bragança,Mirandela,29/08/1988,adriana.nascimento@yahoo.com,C367
Alice Andrade,Farmacêutico,Casado,Feminino,Braga,Esposende,09/10/1973,alice.andrade@yahoo.com,C368
Sérgio Neves-Pinho,Contabilista,Solteiro,Masculino,Aveiro,Santa Maria da Feira,05/03/2005,sérgio.neves-pinho@outlook.com,C369
Alexandra da Martins,Arquiteto,Viúvo,Feminino,Vila Real,Boticas,06/09/1965,alexandra.martins@gmail.com,C370
Kelly Cruz,Enfermeiro,Viúvo,Feminino,Braga,Amares,21/10/1988,kelly.cruz@outlook.com,C371
Jorge Carneiro,Enfermeiro,Solteiro,Masculino,Porto,Póvoa de Varzim,04/09/1975,jorge.carneiro@gmail.com,C372
Anita Pires,Técnico de Marketing,Solteiro,Feminino,Beja,Ourique,02/01/2000,anita.pires@gmail.com,C373
Diana Correia,Gestor de Projetos,Viúvo,Feminino,Viana do Castelo,Ponte da Barca,02/07/1987,diana.correia@gmail.com,C374
Iara Batista,Programador,Casado,Feminino,Braga,Vila Nova de Famalicão,16/10/1983,iara.batista@outlook.com,C375
Larissa Castro,Cozinheiro,Solteiro,Feminino,Coimbra,Mira,13/05/1970,larissa.castro@outlook.com,C376
Afonso Oliveira,Técnico de Marketing,Solteiro,Masculino,Braga,Fafe,18/03/1992,afonso.oliveira@yahoo.com,C377
Ivo Lourenço,Médico,Divorciado,Masculino,Porto,Amarante,02/06/1978,ivo.lourenço@outlook.com,C378
Eva Tavares-Jesus,Eletricista,Casado,Feminino,Viseu,Lamego,04/03/1988,eva.tavares-jesus@gmail.com,C379
Pedro Brito,Estudante,Divorciado,Masculino,Braga,Vila Nova de Famalicão,11/10/1996,pedro.brito@gmail.com,C380
Marco Coelho,Rececionista,Divorciado,Masculino,Viseu,Castro Daire,12/10/1991,marco.coelho@hotmail.com,C381
Filipe Anjos-Machado,Enfermeiro,Solteiro,Masculino,Vila Real,Mondim de Basto,04/09/1996,filipe.anjos-machado@gmail.com,C382
Constança de Neto,Motorista,Viúvo,Feminino,Braga,Vizela,22/08/1982,constança.neto@hotmail.com,C383
Filipe Paiva,Advogado,Divorciado,Masculino,Braga,Amares,06/03/1986,filipe.paiva@sapo.pt,C384
Sofia da Pinto,Eletricista,Solteiro,Feminino,Viana do Castelo,Viana do Castelo,10/04/1985,sofia.pinto@yahoo.com,C385
Lúcia Borges,Empregado de Limpeza,Casado,Feminino,Porto,Valongo,17/06/1966,lúcia.borges@hotmail.com,C386
Camila Castro-Santos,Cozinheiro,Divorciado,Feminino,Braga,Vizela,26/06/1991,camila.castro-santos@hotmail.com,C387
Bianca Carvalho-Andrade,Advogado,Viúvo,Feminino,Braga,Amares,21/06/1998,bianca.carvalho-andrade@sapo.pt,C388
Camila Figueiredo,Comerciante,Casado,Feminino,Coimbra,Soure,13/04/1975,camila.figueiredo@sapo.pt,C389
Kevin Fernandes-Faria,Analista de Dados,Divorciado,Masculino,Braga,Vila Nova de Famalicão,11/09/1999,kevin.fernandes-faria@yahoo.com,C390
Júlia Araújo,Programador,Casado,Feminino,Évora,Viana do Alentejo,06/12/1989,júlia.araújo@outlook.com,C391
Ivan Martins,Arquiteto,Casado,Masculino,Santarém,Cartaxo,08/03/1968,ivan.martins@hotmail.com,C392
Luísa Fonseca,Arquiteto,Solteiro,Feminino,Aveiro,Murtosa,28/10/1972,luísa.fonseca@yahoo.com,C393
Artur Valente,Engenheiro,Casado,Masculino,Vila Real,Vila Real,07/06/1966,artur.valente@gmail.com,C394
Vitória Correia,Analista de Dados,Viúvo,Feminino,Braga,Cabeceiras de Basto,21/12/1976,vitória.correia@yahoo.com,C395
Carlota-Isabela Loureiro,Técnico de Marketing,Solteiro,Feminino,Viana do Castelo,Ponte de Lima,24/01/1974,carlota-isabela.loureiro@outlook.com,C396
Júlia Paiva,Médico,Divorciado,Feminino,Portalegre,Castelo de Vide,23/06/1989,júlia.paiva@outlook.com,C397
Letícia Magalhães,Rececionista,Divorciado,Feminino,Leiria,Leiria,12/12/1975,letícia.magalhães@sapo.pt,C398
Samuel Guerreiro,Carpinteiro,Viúvo,Masculino,Viana do Castelo,Viana do Castelo,16/02/2005,samuel.guerreiro@sapo.pt,C399
Daniela Campos,Aposentado,Casado,Feminino,Braga,Braga,13/05/1954,daniela.campos@outlook.com,C400
Wilson Nascimento,Engenheiro,Solteiro,Masculino,Aveiro,Ílhavo,03/06/1970,wilson.nascimento@yahoo.com,C401
Bernardo Tavares,Agricultor,Divorciado,Masculino,Viana do Castelo,Melgaço,04/12/2001,bernardo.tavares@hotmail.com,C402
Cristiano Macedo,Técnico de Marketing,Viúvo,Masculino,Vila Real,Mondim de Basto,06/04/1973,cristiano.macedo@outlook.com,C403
Alexandra Gaspar,Engenheiro,Casado,Feminino,Braga,Barcelos,26/11/1996,alexandra.gaspar@sapo.pt,C404
Benedita Castro,Programador,Casado,Feminino,Braga,Vizela,14/06/1981,benedita.castro@outlook.com,C405
Patrícia Figueiredo,Engenheiro,Solteiro,Feminino,Aveiro,Oliveira de Azeméis,03/09/1991,patrícia.figueiredo@gmail.com,C406
Vicente Neto,Estudante,Solteiro,Masculino,Viana do Castelo,Valença,06/10/2004,vicente.neto@sapo.pt,C407
Wilson Macedo,Gestor de Projetos,Casado,Masculino,Braga,Cabeceiras de Basto,20/09/1966,wilson.macedo@hotmail.com,C408
William Machado,Engenheiro,Viúvo,Masculino,Braga,Celorico de Basto,18/03/1979,william.machado@outlook.com,C409
Bernardo Garcia-Simões,Farmacêutico,Viúvo,Masculino,Vila Real,Mondim de Basto,12/10/1970,bernardo.garcia-simões@gmail.com,C410
Eduardo Mota,Estudante,Viúvo,Masculino,Braga,Amares,16/10/2007,eduardo.mota@yahoo.com,C411
David Fonseca,Aposentado,Viúvo,Masculino,Braga,Esposende,18/03/1957,david.fonseca@gmail.com,C412
Fernando Oliveira,Engenheiro,Divorciado,Masculino,Braga,Esposende,26/02/2001,fernando.oliveira@sapo.pt,C413
Gustavo Lima-Rodrigues,Programador,Solteiro,Masculino,Porto,Matosinhos,19/07/1983,gustavo.lima-rodrigues@yahoo.com,C414
Lisandro Antunes,Técnico de Marketing,Divorciado,Masculino,Viana do Castelo,Viana do Castelo,11/09/1982,lisandro.antunes@outlook.com,C415
Carlos Gonçalves,Rececionista,Viúvo,Masculino,Lisboa,Cascais,26/12/2003,carlos.gonçalves@hotmail.com,C416
Kyara Simões,Eletricista,Viúvo,Feminino,Lisboa,Vila Franca de Xira,15/05/1987,kyara.simões@yahoo.com,C417
Edgar Reis,Estudante,Divorciado,Masculino,Leiria,Marinha Grande,13/03/1992,edgar.reis@sapo.pt,C418
Letícia Fonseca,Analista de Dados,Casado,Feminino,Braga,Esposende,06/03/1984,letícia.fonseca@yahoo.com,C419
Joel Tavares-Azevedo,Rececionista,Viúvo,Masculino,Braga,Cabeceiras de Basto,27/09/1965,joel.tavares-azevedo@hotmail.com,C420
Nádia Oliveira,Carpinteiro,Solteiro,Feminino,Vila Real,Mondim de Basto,20/07/2004,nádia.oliveira@outlook.com,C421
Fernando Amaral,Técnico de Marketing,Solteiro,Masculino,Braga,Fafe,19/05/1999,fernando.amaral@hotmail.com,C422
Marco Santos,Arquiteto,Solteiro,Masculino,Braga,Amares,21/07/1973,marco.santos@gmail.com,C423
Denis Marques,Carpinteiro,Divorciado,Masculino,Lisboa,Sintra,24/07/1993,denis.marques@sapo.pt,C424
Vitória Rodrigues,Analista de Dados,Viúvo,Feminino,Porto,Póvoa de Varzim,30/11/1979,vitória.rodrigues@outlook.com,C425
Artur Borges,Carpinteiro,Casado,Masculino,Braga,Amares,27/11/1991,artur.borges@sapo.pt,C426
Rita Guerreiro-Figueiredo,Cozinheiro,Divorciado,Feminino,Braga,Cabeceiras de Basto,10/12/1994,rita.guerreiro-figueiredo@hotmail.com,C427
Carolina Campos,Programador,Casado,Feminino,Braga,Amares,21/07/1966,carolina.campos@outlook.com,C428
Sara Faria,Analista de Dados,Divorciado,Feminino,Coimbra,Soure,08/11/1967,sara.faria@sapo.pt,C429
Adriana Matias,Arquiteto,Solteiro,Feminino,Santarém,Santarém,04/03/2002,adriana.matias@hotmail.com,C430
Márcio Mota,Engenheiro,Viúvo,Masculino,Santarém,Santarém,04/02/1993,márcio.mota@outlook.com,C431
Rita Cruz,Engenheiro,Casado,Feminino,Viseu,Oliveira de Frades,05/06/1993,rita.cruz@yahoo.com,C432
Helena Pires,Gestor de Projetos,Viúvo,Feminino,Braga,Fafe,21/12/1989,helena.pires@outlook.com,C433
Patrícia Costa,Gestor de Projetos,Solteiro,Feminino,Vila Real,Valpaços,10/08/1966,patrícia.costa@hotmail.com,C434
Rodrigo Coelho,Engenheiro,Viúvo,Masculino,Castelo Branco,Fundão,02/04/1985,rodrigo.coelho@sapo.pt,C435
Martim Esteves,Estudante,Divorciado,Masculino,Coimbra,Mira,19/10/2007,martim.esteves@gmail.com,C436
Clara Barros,Comerciante,Casado,Feminino,Braga,Vizela,14/05/1972,clara.barros@sapo.pt,C437
Isaac Machado,Designer Gráfico,Solteiro,Masculino,Braga,Fafe,11/08/1994,isaac.machado@yahoo.com,C438
Gabriel Baptista,Designer Gráfico,Casado,Masculino,Bragança,Mogadouro,07/08/1984,gabriel.baptista@outlook.com,C439
Valentina Gaspar,Carpinteiro,Solteiro,Feminino,Porto,Matosinhos,28/01/1990,valentina.gaspar@gmail.com,C440
Ivan do Alves,Cozinheiro,Divorciado,Masculino,Aveiro,Ovar,30/12/1996,ivan.alves@hotmail.com,C441
Gaspar Vieira,Farmacêutico,Solteiro,Masculino,Vila Real,Valpaços,30/11/1968,gaspar.vieira@yahoo.com,C442
Beatriz-Ana Cardoso,Gestor de Projetos,Viúvo,Feminino,Braga,Guimarães,17/07/1990,beatriz-ana.cardoso@outlook.com,C443
Salvador Esteves,Agricultor,Viúvo,Masculino,Braga,Cabeceiras de Basto,28/07/1973,salvador.esteves@yahoo.com,C444
Ariana Pereira,Arquiteto,Solteiro,Feminino,Porto,Porto,02/03/1976,ariana.pereira@outlook.com,C445
Camila Teixeira-Esteves,Empregado de Limpeza,Solteiro,Feminino,Porto,Matosinhos,03/11/2000,camila.teixeira-esteves@yahoo.com,C446
Guilherme Alves,Aposentado,Divorciado,Masculino,Viana do Castelo,Ponte de Lima,05/01/1951,guilherme.alves@yahoo.com,C447
Nair Branco,Professor,Viúvo,Feminino,Viana do Castelo,Vila Nova de Cerveira,15/12/1972,nair.branco@outlook.com,C448
Afonso Domingues,Contabilista,Solteiro,Masculino,Vila Real,Peso da Régua,17/01/1983,afonso.domingues@gmail.com,C449
Gil Soares,Arquiteto,Casado,Masculino,Aveiro,Águeda,24/03/1969,gil.soares@hotmail.com,C450
Victória-Mariana Carneiro,Gestor de Projetos,Casado,Feminino,Vila Real,Vila Pouca de Aguiar,20/06/1990,victória-mariana.carneiro@yahoo.com,C451
Sérgio Ribeiro,Empregado de Limpeza,Casado,Masculino,Viana do Castelo,Vila Nova de Cerveira,27/05/1972,sérgio.ribeiro@hotmail.com,C452
Simão Figueiredo,Analista de Dados,Viúvo,Masculino,Lisboa,Cascais,28/11/1966,simão.figueiredo@gmail.com,C453
Eva Vaz,Rececionista,Solteiro,Feminino,Viana do Castelo,Viana do Castelo,30/11/1966,eva.vaz@hotmail.com,C454
Violeta Gonçalves,Cozinheiro,Divorciado,Feminino,Aveiro,Anadia,05/12/1991,violeta.gonçalves@hotmail.com,C455
Gabriela Coelho,Designer Gráfico,Viúvo,Feminino,Braga,Cabeceiras de Basto,12/04/2005,gabriela.coelho@yahoo.com,C456
Noa Mota,Motorista,Viúvo,Masculino,Braga,Fafe,06/02/1991,noa.mota@outlook.com,C457
Clara Amorim,Carpinteiro,Viúvo,Feminino,Braga,Fafe,27/07/1984,clara.amorim@gmail.com,C458
Miguel Vieira,Arquiteto,Casado,Masculino,Castelo Branco,Castelo Branco,22/05/1978,miguel.vieira@yahoo.com,C459
Rita-Rafaela Nunes,Comerciante,Solteiro,Feminino,Viana do Castelo,Arcos de Valdevez,20/02/2001,rita-rafaela.nunes@sapo.pt,C460
Sérgio da Vieira,Programador,Casado,Masculino,Braga,Vizela,09/08/1995,sérgio.vieira@gmail.com,C461
Fabiana Leite,Contabilista,Viúvo,Feminino,Braga,Guimarães,05/05/2002,fabiana.leite@outlook.com,C462
Nuno Tavares,Estudante,Solteiro,Masculino,Braga,Celorico de Basto,15/05/2006,nuno.tavares@gmail.com,C463
Rita Andrade,Farmacêutico,Casado,Feminino,Bragança,Vila Flor,15/09/2002,rita.andrade@gmail.com,C464
Erika Cunha,Cozinheiro,Solteiro,Feminino,Castelo Branco,Vila Velha de Ródão,04/03/1995,erika.cunha@sapo.pt,C465
Rita Vaz,Programador,Divorciado,Feminino,Bragança,Miranda do Douro,16/07/1983,rita.vaz@outlook.com,C466
Jorge Andrade-Figueiredo,Comerciante,Viúvo,Masculino,Viana do Castelo,Monção,19/07/1966,jorge.andrade-figueiredo@hotmail.com,C467
Mário Torres,Engenheiro,Solteiro,Masculino,Porto,Matosinhos,17/10/1987,mário.torres@hotmail.com,C468
Mariana-Bianca Andrade,Técnico de Marketing,Casado,Feminino,Braga,Barcelos,26/07/1984,mariana-bianca.andrade@gmail.com,C469
Santiago Vieira,Psicólogo,Casado,Masculino,Braga,Vizela,14/01/1994,santiago.vieira@yahoo.com,C470
Iara-Petra Marques,Gestor de Projetos,Casado,Feminino,Santarém,Almeirim,13/12/2000,iara-petra.marques@outlook.com,C471
Micael Sá,Designer Gráfico,Divorciado,Masculino,Porto,Valongo,24/08/1984,micael.sá@sapo.pt,C472
Violeta Ramos,Psicólogo,Casado,Feminino,Braga,Celorico de Basto,01/05/2003,violeta.ramos@gmail.com,C473
Íris Pacheco,Cozinheiro,Viúvo,Feminino,Porto,Felgueiras,03/08/1966,íris.pacheco@sapo.pt,C474
Naiara Baptista,Médico,Divorciado,Feminino,Porto,Vila Nova de Gaia,19/11/1969,naiara.baptista@sapo.pt,C475
Ângelo Neto,Gestor de Projetos,Casado,Masculino,Vila Real,Vila Real,13/04/1968,ângelo.neto@outlook.com,C476
Matilde Matias,Carpinteiro,Casado,Feminino,Braga,Vila Nova de Famalicão,04/01/1972,matilde.matias@outlook.com,C477
Bruno Sá,Comerciante,Divorciado,Masculino,Évora,Estremoz,19/06/1996,bruno.sá@gmail.com,C478
Guilherme Azevedo,Agricultor,Divorciado,Masculino,Beja,Mértola,17/01/2003,guilherme.azevedo@outlook.com,C479
Jéssica Fernandes,Gestor de Projetos,Casado,Feminino,Lisboa,Oeiras,06/06/1992,jéssica.fernandes@outlook.com,C480
Manuel Morais,Aposentado,Casado,Masculino,Braga,Esposende,12/02/1952,manuel.morais@hotmail.com,C481
Gustavo Almeida,Rececionista,Solteiro,Masculino,Viana do Castelo,Arcos de Valdevez,06/09/1978,gustavo.almeida@sapo.pt,C482
Sérgio Matos-Nascimento,Designer Gráfico,Solteiro,Masculino,Braga,Braga,08/10/1982,sérgio.matos-nascimento@outlook.com,C483
Gonçalo Mota,Estudante,Casado,Masculino,Santarém,Ourém,21/08/1945,gonçalo.mota@outlook.com,C484
Carminho Pinto,Professor,Casado,Feminino,Braga,Amares,23/08/1967,carminho.pinto@gmail.com,C485
Diana Silva-Ramos,Estudante,Solteiro,Feminino,Braga,Esposende,04/07/2007,diana.silva-ramos@gmail.com,C486
Sandro Torres,Motorista,Divorciado,Masculino,Viana do Castelo,Valença,31/07/1988,sandro.torres@sapo.pt,C487
Isaac Macedo,Agricultor,Divorciado,Masculino,Braga,Barcelos,24/06/1970,isaac.macedo@yahoo.com,C488
Matias Castro,Médico,Casado,Masculino,Braga,Vizela,08/01/2002,matias.castro@hotmail.com,C489
Diogo Cunha,Agricultor,Casado,Masculino,Braga,Guimarães,17/12/1989,diogo.cunha@hotmail.com,C490
Irina Pires,Técnico de Marketing,Solteiro,Feminino,Viana do Castelo,Monção,15/12/1994,irina.pires@sapo.pt,C491
Ariana Faria-Sousa,Agricultor,Casado,Feminino,Santarém,Alcanena,20/02/1993,ariana.faria-sousa@gmail.com,C492
Gaspar Cunha,Técnico de Marketing,Solteiro,Masculino,Braga,Fafe,09/11/1990,gaspar.cunha@yahoo.com,C493
Lia Neves,Professor,Casado,Feminino,Braga,Braga,10/02/1981,lia.neves@sapo.pt,C494
Martim Loureiro,Professor,Solteiro,Masculino,Viana do Castelo,Vila Nova de Cerveira,08/03/1967,martim.loureiro@gmail.com,C495
Fábio Andrade,Médico,Casado,Masculino,Porto,Santo Tirso,20/11/1977,fábio.andrade@outlook.com,C496
Edgar de Baptista,Agricultor,Solteiro,Masculino,Braga,Barcelos,16/08/2002,edgar.baptista@outlook.com,C497
Mélanie Melo,Carpinteiro,Solteiro,Feminino,Santarém,Tomar,06/07/1997,mélanie.melo@yahoo.com,C498
Catarina Neto,Farmacêutico,Viúvo,Feminino,Braga,Fafe,03/12/1993,catarina.neto@hotmail.com,C499
Jorge Cunha,Eletricista,Solteiro,Masculino,Braga,Amares,19/04/2000,jorge.cunha@yahoo.com,C500
Diogo Torres,Arquiteto,Solteiro,Masculino,Setúbal,Montijo,21/02/1984,diogo.torres@outlook.com,C501
Luana-Rafaela Baptista,Técnico de Marketing,Casado,Feminino,Braga,Amares,10/06/1978,luana-rafaela.baptista@outlook.com,C502
Luciana Paiva-Mendes,Analista de Dados,Viúvo,Feminino,Aveiro,Águeda,27/12/2000,luciana.paiva-mendes@yahoo.com,C503
António Maia,Médico,Divorciado,Masculino,Braga,Braga,27/07/1979,antónio.maia@sapo.pt,C504
Alícia Araújo,Analista de Dados,Viúvo,Feminino,Porto,Santo Tirso,27/08/1988,alícia.araújo@gmail.com,C505
Gustavo Nascimento-Pinto,Enfermeiro,Viúvo,Masculino,Viana do Castelo,Monção,28/10/1996,gustavo.nascimento-pinto@outlook.com,C506
Luna Machado,Programador,Divorciado,Feminino,Castelo Branco,Belmonte,31/03/1989,luna.machado@outlook.com,C507
Rita Henriques,Arquiteto,Casado,Feminino,Braga,Barcelos,11/09/1989,rita.henriques@hotmail.com,C508
Naiara Figueiredo,Agricultor,Viúvo,Feminino,Braga,Amares,14/11/1981,naiara.figueiredo@outlook.com,C509
Lorena Assunção,Designer Gráfico,Viúvo,Feminino,Braga,Esposende,30/07/1990,lorena.assunção@hotmail.com,C510
Débora Amorim,Rececionista,Solteiro,Feminino,Porto,Póvoa de Varzim,06/10/1980,débora.amorim@sapo.pt,C511
Leonardo Batista,Arquiteto,Casado,Masculino,Évora,Alandroal,01/02/1988,leonardo.batista@yahoo.com,C512
Gabriel Nascimento,Gestor de Projetos,Casado,Masculino,Braga,Amares,14/12/1997,gabriel.nascimento@sapo.pt,C513
Vítor Castro,Engenheiro,Viúvo,Masculino,Braga,Celorico de Basto,19/08/1974,vítor.castro@hotmail.com,C514
